,artist,rank,title,week
556,Digital Underground,7,The Humpty Dance,9--
557,Sir Mix-A-Lot,8,My Hooptie,9--
558,Nice & Smooth,9,Funky For You,9--
559,Partners In Kryme,10,Turtle Power,9--
560,Kid 'N Play,11,Funhouse,9--
561,XClan,12,Raise The Flag,9--
562,Professor Griff,13,Pawns In The Game,9--
563,Above The Law,14,Murder Rap,9--
564,Icey Jaye,15,It's Just A Girl Thing,9--
565,Eric B. & Rakim,16,Let The Rhythm Hit 'Em,9--
566,Oaktown's 3.5.7,17,Juicy Gotcha Crazy,9--
567,Audio Two,18,On The Road Again,9--
568,Mellow Man Ace,19,Mentirosa,9--
569,Kwame & A New Beginning,20,Ownlee Eue,9--
570,David Bowie With Queen Latifah,21,Fame 90,9--
571,Jungle Brothers,22,What U Waitin 4?,9--
572,Silk Tymes Leather,23,The Woman In Me,9--
573,Compton's Most Wanted,24,One Time Gaffled Em Up,9--
574,M.C. Shy-D,25,Don't Sweat Me,9--
575,Ice Cube,1,Amerikkka's Most Wanted,6--
576,Snap!,2,The Power,6--
577,Power Jam Featuring Chill Rob G,3,The Power,6--
578,M.C. Hammer,4,U Can't Touch This,6--
579,Public Enemy,5,911 Is A Joke,6--
580,Young And Restless,6,"""B"" Girls",6--
581,Sir Mix-A-Lot,7,My Hooptie,6--
582,Nice & Smooth,8,Funky For You,6--
583,Partners In Kryme,9,Turtle Power,6--
584,Digital Underground,10,The Humpty Dance,6--
585,Eric B. & Rakim,11,Let The Rhythm Hit 'Em,6--
586,Icey Jaye,12,It's Just A Girl Thing,6--
587,XClan,13,Raise The Flag,6--
588,David Bowie With Queen Latifah,14,Fame 90,6--
589,Kwame & A New Beginning,15,Ownlee Eue,6--
590,Audio Two,16,On The Road Again,6--
591,Mellow Man Ace,17,Mentirosa,6--
592,Compton's Most Wanted,18,One Time Gaffled Em Up,6--
593,Kid 'N Play,19,Funhouse,6--
594,Professor Griff,20,Pawns In The Game,6--
595,Jungle Brothers,21,What U Waitin 4?,6--
596,Silk Tymes Leather,22,The Woman In Me,6--
597,Oaktown's 3.5.7,23,Juicy Gotcha Crazy,6--
598,M.C. Shy-D,24,Don't Sweat Me,6--
599,Above The Law,25,Murder Rap,6--
600,Ice Cube,1,Amerikkka's Most Wanted,3--
601,Snap!,2,The Power,3--
602,M.C. Hammer,3,U Can't Touch This,3--
603,Power Jam Featuring Chill Rob G,4,The Power,3--
604,Partners In Kryme,5,Turtle Power,3--
605,Eric B. & Rakim,6,Let The Rhythm Hit 'Em,3--
606,Public Enemy,7,911 Is A Joke,3--
607,Sir Mix-A-Lot,8,My Hooptie,3--
608,Young And Restless,9,"""B"" Girls",3--
609,Nice & Smooth,10,Funky For You,3--
610,Icey Jaye,11,It's Just A Girl Thing,3--
611,Digital Underground,12,The Humpty Dance,3--
612,XClan,13,Raise The Flag,3--
613,David Bowie With Queen Latifah,14,Fame 90,3--
614,Compton's Most Wanted,15,One Time Gaffled Em Up,3--
615,Audio Two,16,On The Road Again,3--
616,Kwame & A New Beginning,17,Ownlee Eue,3--
617,Mellow Man Ace,18,Mentirosa,3--
618,Silk Tymes Leather,19,The Woman In Me,3--
619,Jungle Brothers,20,What U Waitin 4?,3--
620,The West Coast Rap All-Stars,21,We're All In The Same Gang,3--
621,Above The Law,22,Untouchable,3--
622,Def Dames,23,Set It Off,3--
623,The UBC,24,U Treat Me Right,3--
624,Kid 'N Play,25,Funhouse,3--
625,Snap!,1,The Power,0--
626,M.C. Hammer,2,U Can't Touch This,0--
627,Ice Cube,3,Amerikkka's Most Wanted,0--
628,Partners In Kryme,4,Turtle Power,0--
629,Power Jam Featuring Chill Rob G,5,The Power,0--
630,Eric B. & Rakim,6,Let The Rhythm Hit 'Em,0--
631,Sir Mix-A-Lot,7,My Hooptie,0--
632,Young And Restless,8,"""B"" Girls",0--
633,Compton's Most Wanted,9,One Time Gaffled Em Up,0--
634,Icey Jaye,10,It's Just A Girl Thing,0--
635,Public Enemy,11,911 Is A Joke,0--
636,David Bowie With Queen Latifah,12,Fame 90,0--
637,Kwame & A New Beginning,13,Ownlee Eue,0--
638,The West Coast Rap All-Stars,14,We're All In The Same Gang,0--
639,Nice & Smooth,15,Funky For You,0--
640,Mellow Man Ace,16,Mentirosa,0--
641,Digital Underground,17,The Humpty Dance,0--
642,XClan,18,Raise The Flag,0--
643,Jungle Brothers,19,What U Waitin 4?,0--
644,Silk Tymes Leather,20,The Woman In Me,0--
645,Above The Law,21,Untouchable,0--
646,Audio Two,22,On The Road Again,0--
647,The UBC,23,U Treat Me Right,0--
648,Kool Moe Dee,24,God Made Me Funke,0--
649,Def Dames,25,Set It Off,0--
650,Snap!,1,The Power,7--
651,M.C. Hammer,2,U Can't Touch This,7--
652,Partners In Kryme,3,Turtle Power,7--
653,Power Jam Featuring Chill Rob G,4,The Power,7--
654,Ice Cube,5,Amerikkka's Most Wanted,7--
655,Eric B. & Rakim,6,Let The Rhythm Hit 'Em,7--
656,The West Coast Rap All-Stars,7,We're All In The Same Gang,7--
657,Compton's Most Wanted,8,One Time Gaffled Em Up,7--
658,Sir Mix-A-Lot,9,My Hooptie,7--
659,Icey Jaye,10,It's Just A Girl Thing,7--
660,Kwame & A New Beginning,11,Ownlee Eue,7--
661,David Bowie With Queen Latifah,12,Fame 90,7--
662,Above The Law,13,Untouchable,7--
663,Public Enemy,14,911 Is A Joke,7--
664,Mellow Man Ace,15,Mentirosa,7--
665,Young And Restless,16,"""B"" Girls",7--
666,Silk Tymes Leather,17,The Woman In Me,7--
667,Audio Two,18,On The Road Again,7--
668,Nice & Smooth,19,Funky For You,7--
669,Jungle Brothers,20,What U Waitin 4?,7--
670,Kool Moe Dee,21,God Made Me Funke,7--
671,The UBC,22,U Treat Me Right,7--
672,Digital Underground,23,The Humpty Dance,7--
673,Poison Clan,24,The Girl That I Hate,7--
674,K-Solo,25,Spellbound,7--
675,Snap!,1,The Power,4--
676,Partners In Kryme,2,Turtle Power,4--
677,M.C. Hammer,3,U Can't Touch This,4--
678,The West Coast Rap All-Stars,4,We're All In The Same Gang,4--
679,Eric B. & Rakim,5,Let The Rhythm Hit 'Em,4--
680,Power Jam Featuring Chill Rob G,6,The Power,4--
681,Ice Cube,7,Amerikkka's Most Wanted,4--
682,Compton's Most Wanted,8,One Time Gaffled Em Up,4--
683,Kwame & A New Beginning,9,Ownlee Eue,4--
684,Icey Jaye,10,It's Just A Girl Thing,4--
685,Above The Law,11,Untouchable,4--
686,Sir Mix-A-Lot,12,My Hooptie,4--
687,The UBC,13,U Treat Me Right,4--
688,D-Nice,14,Call Me D-Nice,4--
689,Mellow Man Ace,15,Mentirosa,4--
690,Silk Tymes Leather,16,The Woman In Me,4--
691,Kool Moe Dee,17,God Made Me Funke,4--
692,K-Solo,18,Spellbound,4--
693,Poor Righteous Teachers,19,Rock Dis Funky Joint,4--
694,Public Enemy,20,911 Is A Joke,4--
695,Poison Clan,21,The Girl That I Hate,4--
696,Def Dames,22,Set It Off,4--
697,M.C. Smooth,23,Smooth & Legit,4--
698,David Bowie With Queen Latifah,24,Fame 90,4--
699,Audio Two,25,On The Road Again,4--
700,The West Coast Rap All-Stars,1,We're All In The Same Gang,1--
701,Snap!,2,The Power,1--
702,Eric B. & Rakim,3,Let The Rhythm Hit 'Em,1--
703,M.C. Hammer,4,U Can't Touch This,1--
704,Compton's Most Wanted,5,One Time Gaffled Em Up,1--
705,Kwame & A New Beginning,6,Ownlee Eue,1--
706,Partners In Kryme,7,Turtle Power,1--
707,Above The Law,8,Untouchable,1--
708,Power Jam Featuring Chill Rob G,9,The Power,1--
709,Ice Cube,10,Amerikkka's Most Wanted,1--
710,D-Nice,11,Call Me D-Nice,1--
711,Icey Jaye,12,It's Just A Girl Thing,1--
712,Kool Moe Dee,13,God Made Me Funke,1--
713,Poor Righteous Teachers,14,Rock Dis Funky Joint,1--
714,The UBC,15,U Treat Me Right,1--
715,K-Solo,16,Spellbound,1--
716,Mellow Man Ace,17,Mentirosa,1--
717,Poison Clan,18,The Girl That I Hate,1--
718,M.C. Smooth,19,Smooth & Legit,1--
719,Silk Tymes Leather,20,The Woman In Me,1--
720,Def Dames,21,Set It Off,1--
721,Public Enemy,22,911 Is A Joke,1--
722,Sir Mix-A-Lot,23,My Hooptie,1--
723,Kid Frost,24,La Raza,1--
724,Digital Underground,25,The Humpty Dance,1--
725,The West Coast Rap All-Stars,1,We're All In The Same Gang,8--
726,Eric B. & Rakim,2,Let The Rhythm Hit 'Em,8--
727,Kwame & A New Beginning,3,Ownlee Eue,8--
728,Snap!,4,The Power,8--
729,Compton's Most Wanted,5,One Time Gaffled Em Up,8--
730,Above The Law,6,Untouchable,8--
731,M.C. Hammer,7,U Can't Touch This,8--
732,D-Nice,8,Call Me D-Nice,8--
733,Power Jam Featuring Chill Rob G,9,The Power,8--
734,The UBC,10,U Treat Me Right,8--
735,K-Solo,11,Spellbound,8--
736,Poor Righteous Teachers,12,Rock Dis Funky Joint,8--
737,Kool Moe Dee,13,God Made Me Funke,8--
738,Ice Cube,14,Amerikkka's Most Wanted,8--
739,Mellow Man Ace,15,Mentirosa,8--
740,M.C. Smooth,16,Smooth & Legit,8--
741,Partners In Kryme,17,Turtle Power,8--
742,Icey Jaye,18,It's Just A Girl Thing,8--
743,Poison Clan,19,The Girl That I Hate,8--
744,Def Dames,20,Set It Off,8--
745,Silk Tymes Leather,21,The Woman In Me,8--
746,Luke Featuring The 2 Live Crew,22,Banned In The U.S.A.,8--
747,Kid Frost,23,La Raza,8--
748,Public Enemy,24,Brother's Gonna Work It Out,8--
749,Public Enemy,25,911 Is A Joke,8--
750,The West Coast Rap All-Stars,1,We're All In The Same Gang,4--
751,Eric B. & Rakim,2,Let The Rhythm Hit 'Em,4--
752,Kwame & A New Beginning,3,Ownlee Eue,4--
753,Above The Law,4,Untouchable,4--
754,Compton's Most Wanted,5,One Time Gaffled Em Up,4--
755,D-Nice,6,Call Me D-Nice,4--
756,Snap!,7,The Power,4--
757,Luke Featuring The 2 Live Crew,8,Banned In The U.S.A.,4--
758,K-Solo,9,Spellbound,4--
759,Kool Moe Dee,10,God Made Me Funke,4--
760,Poor Righteous Teachers,11,Rock Dis Funky Joint,4--
761,M.C. Hammer,12,U Can't Touch This,4--
762,M.C. Smooth,13,Smooth & Legit,4--
763,The UBC,14,U Treat Me Right,4--
764,Mellow Man Ace,15,Mentirosa,4--
765,Father M.C.,16,Treat Them Like They Want To Be. . .,4--
766,Ice Cube,17,Amerikkka's Most Wanted,4--
767,Kid Frost,18,La Raza,4--
768,Power Jam Featuring Chill Rob G,19,The Power,4--
769,Poison Clan,20,The Girl That I Hate,4--
770,M.C. Trouble,21,(I Wanna) Make You Mine,4--
771,LL Cool J,22,To Da Break Of Dawn,4--
772,Three Times Dope,23,Weak At The Knees,4--
773,M.C. Hammer,24,Have You Seen Her,4--
774,Def Dames,25,Set It Off,4--
775,The West Coast Rap All-Stars,1,We're All In The Same Gang,1--
776,Eric B. & Rakim,2,Let The Rhythm Hit 'Em,1--
777,Kwame & A New Beginning,3,Ownlee Eue,1--
778,Above The Law,4,Untouchable,1--
779,D-Nice,5,Call Me D-Nice,1--
780,Luke Featuring The 2 Live Crew,6,Banned In The U.S.A.,1--
781,Compton's Most Wanted,7,One Time Gaffled Em Up,1--
782,Snap!,8,The Power,1--
783,K-Solo,9,Spellbound,1--
784,Poor Righteous Teachers,10,Rock Dis Funky Joint,1--
785,M.C. Smooth,11,Smooth & Legit,1--
786,Three Times Dope,12,Weak At The Knees,1--
787,The UBC,13,U Treat Me Right,1--
788,Father M.C.,14,Treat Them Like They Want To Be. . .,1--
789,Kid Frost,15,La Raza,1--
790,M.C. Trouble,16,(I Wanna) Make You Mine,1--
791,Kool Moe Dee,17,God Made Me Funke,1--
792,Mellow Man Ace,18,Mentirosa,1--
793,LL Cool J,19,To Da Break Of Dawn,1--
794,M.C. Hammer,20,Have You Seen Her,1--
795,Boogie Down Productions,21,Love's Gonna Get'cha (Material Love),1--
796,Ice Cube,22,Amerikkka's Most Wanted,1--
797,M.C. Hammer,23,U Can't Touch This,1--
798,Digital Underground,24,Doowutchyalike,1--
799,Public Enemy,25,Brother's Gonna Work It Out,1--
800,Above The Law,1,Untouchable,8--
801,Luke Featuring The 2 Live Crew,2,Banned In The U.S.A.,8--
802,D-Nice,3,Call Me D-Nice,8--
803,Kwame & A New Beginning,4,Ownlee Eue,8--
804,Eric B. & Rakim,5,Let The Rhythm Hit 'Em,8--
805,The West Coast Rap All-Stars,6,We're All In The Same Gang,8--
806,K-Solo,7,Spellbound,8--
807,Poor Righteous Teachers,8,Rock Dis Funky Joint,8--
808,Father M.C.,9,Treat Them Like They Want To Be. . .,8--
809,Three Times Dope,10,Weak At The Knees,8--
810,Kid Frost,11,La Raza,8--
811,Compton's Most Wanted,12,One Time Gaffled Em Up,8--
812,Snap!,13,The Power,8--
813,M.C. Hammer,14,Have You Seen Her,8--
814,M.C. Smooth,15,Smooth & Legit,8--
815,M.C. Trouble,16,(I Wanna) Make You Mine,8--
816,LL Cool J,17,To Da Break Of Dawn,8--
817,Boogie Down Productions,18,Love's Gonna Get'cha (Material Love),8--
818,Mellow Man Ace,19,Mentirosa,8--
819,Digital Underground,20,Doowutchyalike,8--
820,Master Ace,21,Me And The Biz,8--
821,The UBC,22,U Treat Me Right,8--
822,Kid 'N Play,23,Back To Basix,8--
823,Kool Moe Dee,24,God Made Me Funke,8--
824,Public Enemy,25,Brother's Gonna Work It Out,8--
825,Luke Featuring The 2 Live Crew,1,Banned In The U.S.A.,5--
826,D-Nice,2,Call Me D-Nice,5--
827,Kwame & A New Beginning,3,Ownlee Eue,5--
828,The West Coast Rap All-Stars,4,We're All In The Same Gang,5--
829,Above The Law,5,Untouchable,5--
830,Eric B. & Rakim,6,Let The Rhythm Hit 'Em,5--
831,Poor Righteous Teachers,7,Rock Dis Funky Joint,5--
832,Father M.C.,8,Treat Them Like They Want To Be. . .,5--
833,Three Times Dope,9,Weak At The Knees,5--
834,K-Solo,10,Spellbound,5--
835,M.C. Smooth,11,Smooth & Legit,5--
836,Kid Frost,12,La Raza,5--
837,Boogie Down Productions,13,Love's Gonna Get'cha (Material Love),5--
838,M.C. Hammer,14,Have You Seen Her,5--
839,M.C. Trouble,15,(I Wanna) Make You Mine,5--
840,Snap!,16,The Power,5--
841,Master Ace,17,Me And The Biz,5--
842,LL Cool J,18,To Da Break Of Dawn,5--
843,Digital Underground,19,Doowutchyalike,5--
844,Compton's Most Wanted,20,One Time Gaffled Em Up,5--
845,Kid 'N Play,21,Back To Basix,5--
846,Public Enemy,22,Brother's Gonna Work It Out,5--
847,King Tee,23,Ruff Rhyme (Back Again),5--
848,Kyper,24,Tic-Tac-Toe,5--
849,Mellow Man Ace,25,Mentirosa,5--
850,D-Nice,1,Call Me D-Nice,1--
851,Luke Featuring The 2 Live Crew,2,Banned In The U.S.A.,1--
852,Kwame & A New Beginning,3,Ownlee Eue,1--
853,Above The Law,4,Untouchable,1--
854,Father M.C.,5,Treat Them Like They Want To Be. . .,1--
855,The West Coast Rap All-Stars,6,We're All In The Same Gang,1--
856,Poor Righteous Teachers,7,Rock Dis Funky Joint,1--
857,Three Times Dope,8,Weak At The Knees,1--
858,Kid Frost,9,La Raza,1--
859,M.C. Hammer,10,Have You Seen Her,1--
860,Boogie Down Productions,11,Love's Gonna Get'cha (Material Love),1--
861,Master Ace,12,Me And The Biz,1--
862,Eric B. & Rakim,13,Let The Rhythm Hit 'Em,1--
863,LL Cool J,14,The Boomin' System,1--
864,M.C. Smooth,15,Smooth & Legit,1--
865,M.C. Trouble,16,(I Wanna) Make You Mine,1--
866,Kid 'N Play,17,Back To Basix,1--
867,K-Solo,18,Spellbound,1--
868,Kyper,19,Tic-Tac-Toe,1--
869,Digital Underground,20,Doowutchyalike,1--
870,Oaktown's 3.5.7,21,We Like It,1--
871,Doc Box & B. Fresh,22,Slow Love,1--
872,King Tee,23,Ruff Rhyme (Back Again),1--
873,Public Enemy,24,Brother's Gonna Work It Out,1--
874,A Tribe Called Quest,25,Bonita Applebum,1--
875,D-Nice,1,Call Me D-Nice,8--
876,Luke Featuring The 2 Live Crew,2,Banned In The U.S.A.,8--
877,Father M.C.,3,Treat Them Like They Want To Be. . .,8--
878,Poor Righteous Teachers,4,Rock Dis Funky Joint,8--
879,Three Times Dope,5,Weak At The Knees,8--
880,Boogie Down Productions,6,Love's Gonna Get'cha (Material Love),8--
881,Kid Frost,7,La Raza,8--
882,Kwame & A New Beginning,8,Ownlee Eue,8--
883,The West Coast Rap All-Stars,9,We're All In The Same Gang,8--
884,M.C. Hammer,10,Have You Seen Her,8--
885,LL Cool J,11,The Boomin' System,8--
886,Master Ace,12,Me And The Biz,8--
887,Above The Law,13,Untouchable,8--
888,M.C. Smooth,14,Smooth & Legit,8--
889,M.C. Trouble,15,(I Wanna) Make You Mine,8--
890,Kid 'N Play,16,Back To Basix,8--
891,Kyper,17,Tic-Tac-Toe,8--
892,King Tee,18,Ruff Rhyme (Back Again),8--
893,A Tribe Called Quest,19,Bonita Applebum,8--
894,Doc Box & B. Fresh,20,Slow Love,8--
895,Oaktown's 3.5.7,21,We Like It,8--
896,Digital Underground,22,Doowutchyalike,8--
897,Eric B. & Rakim,23,Let The Rhythm Hit 'Em,8--
898,Public Enemy,24,Brother's Gonna Work It Out,8--
899,Kool G Rap & D.J. Polo,25,Streets Of New York,8--
900,D-Nice,1,Call Me D-Nice,5--
901,Father M.C.,2,Treat Them Like They Want To Be. . .,5--
902,Three Times Dope,3,Weak At The Knees,5--
903,LL Cool J,4,The Boomin' System,5--
904,Boogie Down Productions,5,Love's Gonna Get'cha (Material Love),5--
905,Poor Righteous Teachers,6,Rock Dis Funky Joint,5--
906,Kid Frost,7,La Raza,5--
907,Master Ace,8,Me And The Biz,5--
908,M.C. Hammer,9,Have You Seen Her,5--
909,Luke Featuring The 2 Live Crew,10,Banned In The U.S.A.,5--
910,Kwame & A New Beginning,11,Ownlee Eue,5--
911,Kyper,12,Tic-Tac-Toe,5--
912,The West Coast Rap All-Stars,13,We're All In The Same Gang,5--
913,Doc Box & B. Fresh,14,Slow Love,5--
914,M.C. Trouble,15,(I Wanna) Make You Mine,5--
915,Kid 'N Play,16,Back To Basix,5--
916,Vanilla Ice,17,Ice Ice Baby,5--
917,A Tribe Called Quest,18,Bonita Applebum,5--
918,King Tee,19,Ruff Rhyme (Back Again),5--
919,Oaktown's 3.5.7,20,We Like It,5--
920,M.C. Smooth,21,Smooth & Legit,5--
921,Candyman,22,Knockin' Boots,5--
922,Kool G Rap & D.J. Polo,23,Streets Of New York,5--
923,Above The Law,24,Untouchable,5--
924,Snap!,25,Ooops Up,5--
925,D-Nice,1,Call Me D-Nice,2--
926,Father M.C.,2,Treat Them Like They Want To Be. . .,2--
927,LL Cool J,3,The Boomin' System,2--
928,Boogie Down Productions,4,Love's Gonna Get'cha (Material Love),2--
929,Poor Righteous Teachers,5,Rock Dis Funky Joint,2--
930,Kid Frost,6,La Raza,2--
931,Three Times Dope,7,Weak At The Knees,2--
932,Master Ace,8,Me And The Biz,2--
933,M.C. Hammer,9,Have You Seen Her,2--
934,Vanilla Ice,10,Ice Ice Baby,2--
935,A Tribe Called Quest,11,Bonita Applebum,2--
936,Doc Box & B. Fresh,12,Slow Love,2--
937,Kyper,13,Tic-Tac-Toe,2--
938,Candyman,14,Knockin' Boots,2--
939,Luke Featuring The 2 Live Crew,15,Banned In The U.S.A.,2--
940,Kid 'N Play,16,Back To Basix,2--
941,Kwame & A New Beginning,17,Ownlee Eue,2--
942,King Tee,18,Ruff Rhyme (Back Again),2--
943,M.C. Trouble,19,(I Wanna) Make You Mine,2--
944,N.W.A,20,100 Miles And Runnin',2--
945,Oaktown's 3.5.7,21,We Like It,2--
946,Kool G Rap & D.J. Polo,22,Streets Of New York,2--
947,MC Lyte,23,Cappucino,2--
948,The West Coast Rap All-Stars,24,We're All In The Same Gang,2--
949,Snap!,25,Ooops Up,2--
950,Father M.C.,1,Treat Them Like They Want To Be. . .,9--
951,LL Cool J,2,The Boomin' System,9--
952,D-Nice,3,Call Me D-Nice,9--
953,Boogie Down Productions,4,Love's Gonna Get'cha (Material Love),9--
954,Vanilla Ice,5,Ice Ice Baby,9--
955,Poor Righteous Teachers,6,Rock Dis Funky Joint,9--
956,A Tribe Called Quest,7,Bonita Applebum,9--
957,Master Ace,8,Me And The Biz,9--
958,Candyman,9,Knockin' Boots,9--
959,Doc Box & B. Fresh,10,Slow Love,9--
960,M.C. Hammer,11,Have You Seen Her,9--
961,Kyper,12,Tic-Tac-Toe,9--
962,Kid Frost,13,La Raza,9--
963,Three Times Dope,14,Weak At The Knees,9--
964,Kool G Rap & D.J. Polo,15,Streets Of New York,9--
965,N.W.A,16,100 Miles And Runnin',9--
966,Snap!,17,Ooops Up,9--
967,Kwame & A New Beginning,18,Ownlee Eue,9--
968,MC Lyte,19,Cappucino,9--
969,King Tee,20,Ruff Rhyme (Back Again),9--
970,Oaktown's 3.5.7,21,We Like It,9--
971,Kid 'N Play,22,Back To Basix,9--
972,Luke Featuring The 2 Live Crew,23,Banned In The U.S.A.,9--
973,The West Coast Rap All-Stars,24,We're All In The Same Gang,9--
974,M.C. Trouble,25,(I Wanna) Make You Mine,9--
975,LL Cool J,1,The Boomin' System,6--
976,Father M.C.,2,Treat Them Like They Want To Be. . .,6--
977,Vanilla Ice,3,Ice Ice Baby,6--
978,Boogie Down Productions,4,Love's Gonna Get'cha (Material Love),6--
979,Candyman,5,Knockin' Boots,6--
980,D-Nice,6,Call Me D-Nice,6--
981,A Tribe Called Quest,7,Bonita Applebum,6--
982,Doc Box & B. Fresh,8,Slow Love,6--
983,Poor Righteous Teachers,9,Rock Dis Funky Joint,6--
984,Kyper,10,Tic-Tac-Toe,6--
985,Kid Frost,11,La Raza,6--
986,Kool G Rap & D.J. Polo,12,Streets Of New York,6--
987,Snap!,13,Ooops Up,6--
988,N.W.A,14,100 Miles And Runnin',6--
989,MC Lyte,15,Cappucino,6--
990,M.C. Hammer,16,Have You Seen Her,6--
991,Master Ace,17,Me And The Biz,6--
992,King Tee,18,Ruff Rhyme (Back Again),6--
993,Professor Griff,19,The Verdict,6--
994,Three Times Dope,20,Weak At The Knees,6--
995,Oaktown's 3.5.7,21,We Like It,6--
996,The Jaz,22,The Originators,6--
997,Kwame & A New Beginning,23,Ownlee Eue,6--
998,C.P.O.,24,Ballad Of A Menace,6--
999,Red Bandit Feat. Ricky Bell,25,Please Don't Cry,6--
1000,LL Cool J,1,The Boomin' System,3--
1001,Vanilla Ice,2,Ice Ice Baby,3--
1002,Candyman,3,Knockin' Boots,3--
1003,Father M.C.,4,Treat Them Like They Want To Be. . .,3--
1004,A Tribe Called Quest,5,Bonita Applebum,3--
1005,Boogie Down Productions,6,Love's Gonna Get'cha (Material Love),3--
1006,Doc Box & B. Fresh,7,Slow Love,3--
1007,Snap!,8,Ooops Up,3--
1008,D-Nice,9,Call Me D-Nice,3--
1009,N.W.A,10,100 Miles And Runnin',3--
1010,Kool G Rap & D.J. Polo,11,Streets Of New York,3--
1011,MC Lyte,12,Cappucino,3--
1012,Kyper,13,Tic-Tac-Toe,3--
1013,Poor Righteous Teachers,14,Rock Dis Funky Joint,3--
1014,Kid Frost,15,La Raza,3--
1015,Special Ed,16,The Mission,3--
1016,Professor Griff,17,The Verdict,3--
1017,The Jaz,18,The Originators,3--
1018,Master Ace,19,Me And The Biz,3--
1019,M.C. Hammer,20,Have You Seen Her,3--
1020,K-Solo,21,Your Mom's In My Business,3--
1021,Eric B. & Rakim,22,In The Ghetto,3--
1022,C.P.O.,23,Ballad Of A Menace,3--
1023,Red Bandit Feat. Ricky Bell,24,Please Don't Cry,3--
1024,King Tee,25,Ruff Rhyme (Back Again),3--
1025,Vanilla Ice,1,Ice Ice Baby,0--
1026,LL Cool J,2,The Boomin' System,0--
1027,Candyman,3,Knockin' Boots,0--
1028,A Tribe Called Quest,4,Bonita Applebum,0--
1029,Snap!,5,Ooops Up,0--
1030,Doc Box & B. Fresh,6,Slow Love,0--
1031,Father M.C.,7,Treat Them Like They Want To Be. . .,0--
1032,Boogie Down Productions,8,Love's Gonna Get'cha (Material Love),0--
1033,N.W.A,9,100 Miles And Runnin',0--
1034,Kool G Rap & D.J. Polo,10,Streets Of New York,0--
1035,MC Lyte,11,Cappucino,0--
1036,Kyper,12,Tic-Tac-Toe,0--
1037,D-Nice,13,Call Me D-Nice,0--
1038,Special Ed,14,The Mission,0--
1039,Eric B. & Rakim,15,In The Ghetto,0--
1040,The Jaz,16,The Originators,0--
1041,Professor Griff,17,The Verdict,0--
1042,K-Solo,18,Your Mom's In My Business,0--
1043,M.C. Hammer,19,Pray,0--
1044,Red Bandit Feat. Ricky Bell,20,Please Don't Cry,0--
1045,C.P.O.,21,Ballad Of A Menace,0--
1046,Kid Frost,22,La Raza,0--
1047,Kings Of Swing,23,Nod Your Head To This,0--
1048,Kid Sensation,24,Seatown Ballers,0--
1049,Poor Righteous Teachers,25,Rock Dis Funky Joint,0--
1050,Candyman,1,Knockin' Boots,7--
1051,Vanilla Ice,2,Ice Ice Baby,7--
1052,LL Cool J,3,The Boomin' System,7--
1053,A Tribe Called Quest,4,Bonita Applebum,7--
1054,Snap!,5,Ooops Up,7--
1055,N.W.A,6,100 Miles And Runnin',7--
1056,Kool G Rap & D.J. Polo,7,Streets Of New York,7--
1057,MC Lyte,8,Cappucino,7--
1058,Special Ed,9,The Mission,7--
1059,Boogie Down Productions,10,Love's Gonna Get'cha (Material Love),7--
1060,Eric B. & Rakim,11,In The Ghetto,7--
1061,M.C. Hammer,12,Pray,7--
1062,K-Solo,13,Your Mom's In My Business,7--
1063,Father M.C.,14,Treat Them Like They Want To Be. . .,7--
