,artist,rank,title
4680,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop
4681,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4682,The FiNATTiCZ,8,Don't Drop That Thun Thun!
4683,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",9,Tapout
4684,Lil Wayne Featuring 2 Chainz,10,Rich As F**k
4685,J. Dash,11,Wop
4686,Pitbull Featuring Christina Aguilera,12,Feel This Moment
4687,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix)
4688,J. Cole Featuring TLC,14,Crooked Smile
4689,Drake,15,Started From The Bottom
4690,Kendrick Lamar,16,"Bitch, Don't Kill My Vibe"
4691,JAY-Z,17,Tom Ford
4692,Sage The Gemini,18,Red Nose
4693,Lil Wayne Featuring Drake & Future,19,Love Me
4694,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",20,Bubble Butt
4695,French Montana,21,Ain't Worried About Nothin
4696,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit
4697,2 Chainz Featuring Pharrell,23,Feds Watching
4698,B.o.B Featuring 2 Chainz,24,HeadBand
4699,PSY,25,Gentleman
4700,Jay Z Featuring Justin Timberlake,1,Holy Grail
4701,Macklemore & Ryan Lewis Featuring Ray Dalton,2,Can't Hold Us
4702,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4703,Rocko Featuring Future & Rick Ross,4,U.O.E.N.O.
4704,J. Cole Featuring Miguel,5,Power Trip
4705,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop
4706,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4707,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",8,Tapout
4708,The FiNATTiCZ,9,Don't Drop That Thun Thun!
4709,J. Cole Featuring TLC,10,Crooked Smile
4710,Sage The Gemini Featuring IamSu!,11,Gas Pedal
4711,Lil Wayne Featuring 2 Chainz,12,Rich As F**k
4712,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix)
4713,Sage The Gemini,14,Red Nose
4714,Pitbull Featuring Christina Aguilera,15,Feel This Moment
4715,Kendrick Lamar,16,"Bitch, Don't Kill My Vibe"
4716,French Montana,17,Ain't Worried About Nothin
4717,Drake,18,Started From The Bottom
4718,J. Dash,19,Wop
4719,Lil Wayne Featuring Drake & Future,20,Love Me
4720,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",21,Bubble Butt
4721,JAY-Z,22,Tom Ford
4722,2 Chainz Featuring Pharrell,23,Feds Watching
4723,B.o.B Featuring 2 Chainz,24,HeadBand
4724,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit
4725,Jay Z Featuring Justin Timberlake,1,Holy Grail
4726,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love
4727,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us
4728,J. Cole Featuring Miguel,4,Power Trip
4729,Macklemore & Ryan Lewis Featuring Wanz,5,Thrift Shop
4730,Rocko Featuring Future & Rick Ross,6,U.O.E.N.O.
4731,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4732,Sage The Gemini Featuring IamSu!,8,Gas Pedal
4733,J. Cole Featuring TLC,9,Crooked Smile
4734,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",10,Tapout
4735,The FiNATTiCZ,11,Don't Drop That Thun Thun!
4736,Sage The Gemini,12,Red Nose
4737,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix)
4738,Pitbull Featuring Christina Aguilera,14,Feel This Moment
4739,Lil Wayne Featuring 2 Chainz,15,Rich As F**k
4740,French Montana,16,Ain't Worried About Nothin
4741,Kendrick Lamar,17,"Bitch, Don't Kill My Vibe"
4742,B.o.B Featuring 2 Chainz,18,HeadBand
4743,Drake,19,Started From The Bottom
4744,Lil Wayne Featuring Drake & Future,20,Love Me
4745,2 Chainz Featuring Pharrell,21,Feds Watching
4746,JAY-Z,22,Tom Ford
4747,Rich Homie Quan,23,Type Of Way
4748,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",24,Bubble Butt
4749,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit
4750,Jay Z Featuring Justin Timberlake,1,Holy Grail
4751,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love
4752,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us
4753,Macklemore & Ryan Lewis Featuring Wanz,4,Thrift Shop
4754,Sage The Gemini Featuring IamSu!,5,Gas Pedal
4755,J. Cole Featuring Miguel,6,Power Trip
4756,The FiNATTiCZ,7,Don't Drop That Thun Thun!
4757,Rocko Featuring Future & Rick Ross,8,U.O.E.N.O.
4758,Wale Featuring Tiara Thomas Or Rihanna,9,Bad
4759,J. Cole Featuring TLC,10,Crooked Smile
4760,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",11,Tapout
4761,Sage The Gemini,12,Red Nose
4762,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",13,Bubble Butt
4763,French Montana,14,Ain't Worried About Nothin
4764,B.o.B Featuring 2 Chainz,15,HeadBand
4765,Kendrick Lamar,16,"Bitch, Don't Kill My Vibe"
4766,Pitbull Featuring Christina Aguilera,17,Feel This Moment
4767,2 Chainz Featuring Pharrell,18,Feds Watching
4768,Drake,19,Started From The Bottom
4769,Rich Homie Quan,20,Type Of Way
4770,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",21,No New Friends (SFTB Remix)
4771,JAY-Z,22,Tom Ford
4772,Big Sean Featuring Lil Wayne & Jhene Aiko,23,Beware
4773,Wale Featuring Sam Dew,24,LoveHate Thing
4774,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit
4775,Jay Z Featuring Justin Timberlake,1,Holy Grail
4776,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love
4777,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us
4778,Sage The Gemini Featuring IamSu!,4,Gas Pedal
4779,J. Cole Featuring Miguel,5,Power Trip
4780,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop
4781,J. Cole Featuring TLC,7,Crooked Smile
4782,The FiNATTiCZ,8,Don't Drop That Thun Thun!
4783,Rocko Featuring Future & Rick Ross,9,U.O.E.N.O.
4784,Wale Featuring Tiara Thomas Or Rihanna,10,Bad
4785,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",11,Tapout
4786,Big Sean Featuring Lil Wayne & Jhene Aiko,12,Beware
4787,Sage The Gemini,13,Red Nose
4788,Rich Homie Quan,14,Type Of Way
4789,B.o.B Featuring 2 Chainz,15,HeadBand
4790,French Montana,16,Ain't Worried About Nothin
4791,2 Chainz Featuring Pharrell,17,Feds Watching
4792,Kendrick Lamar,18,"Bitch, Don't Kill My Vibe"
4793,Pitbull Featuring Christina Aguilera,19,Feel This Moment
4794,JAY-Z,20,Tom Ford
4795,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",21,No New Friends (SFTB Remix)
4796,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit
4797,Wale Featuring Sam Dew,23,LoveHate Thing
4798,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",24,Bubble Butt
4799,Yo Gotti Featuring Jeezy & YG,25,Act Right
4800,Jay Z Featuring Justin Timberlake,1,Holy Grail
4801,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love
4802,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us
4803,Sage The Gemini Featuring IamSu!,4,Gas Pedal
4804,Macklemore & Ryan Lewis Featuring Wanz,5,Thrift Shop
4805,J. Cole Featuring Miguel,6,Power Trip
4806,J. Cole Featuring TLC,7,Crooked Smile
4807,Big Sean Featuring Lil Wayne & Jhene Aiko,8,Beware
4808,Rocko Featuring Future & Rick Ross,9,U.O.E.N.O.
4809,Rich Homie Quan,10,Type Of Way
4810,The FiNATTiCZ,11,Don't Drop That Thun Thun!
4811,Wale Featuring Tiara Thomas Or Rihanna,12,Bad
4812,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",13,Tapout
4813,Sage The Gemini,14,Red Nose
4814,2 Chainz Featuring Pharrell,15,Feds Watching
4815,B.o.B Featuring 2 Chainz,16,HeadBand
4816,French Montana,17,Ain't Worried About Nothin
4817,Kendrick Lamar,18,"Bitch, Don't Kill My Vibe"
4818,JAY-Z,19,Tom Ford
4819,Pitbull Featuring Christina Aguilera,20,Feel This Moment
4820,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",21,No New Friends (SFTB Remix)
4821,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit
4822,Ludacris,23,Helluva Night
4823,Wale Featuring Sam Dew,24,LoveHate Thing
4824,Yo Gotti Featuring Jeezy & YG,25,Act Right
4825,Eminem,1,Berzerk
4826,Jay Z Featuring Justin Timberlake,2,Holy Grail
4827,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4828,Macklemore & Ryan Lewis Featuring Ray Dalton,4,Can't Hold Us
4829,Sage The Gemini Featuring IamSu!,5,Gas Pedal
4830,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop
4831,Big Sean Featuring Lil Wayne & Jhene Aiko,7,Beware
4832,J. Cole Featuring TLC,8,Crooked Smile
4833,J. Cole Featuring Miguel,9,Power Trip
4834,Rich Homie Quan,10,Type Of Way
4835,Rocko Featuring Future & Rick Ross,11,U.O.E.N.O.
4836,Sage The Gemini,12,Red Nose
4837,B.o.B Featuring 2 Chainz,13,HeadBand
4838,Wale Featuring Tiara Thomas Or Rihanna,14,Bad
4839,2 Chainz Featuring Pharrell,15,Feds Watching
4840,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",16,Tapout
4841,The FiNATTiCZ,17,Don't Drop That Thun Thun!
4842,JAY-Z,18,Tom Ford
4843,French Montana,19,Ain't Worried About Nothin
4844,Pitbull Featuring Christina Aguilera,20,Feel This Moment
4845,Kanye West,21,Blood On The Leaves
4846,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit
4847,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,No New Friends (SFTB Remix)
4848,Juicy J Featuring Wale & Trey Songz,24,Bounce It
4849,Migos,25,Versace
4850,Jay Z Featuring Justin Timberlake,1,Holy Grail
4851,Eminem,2,Berzerk
4852,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4853,Macklemore & Ryan Lewis Featuring Ray Dalton,4,Can't Hold Us
4854,Sage The Gemini Featuring IamSu!,5,Gas Pedal
4855,J. Cole Featuring TLC,6,Crooked Smile
4856,Big Sean Featuring Lil Wayne & Jhene Aiko,7,Beware
4857,Macklemore & Ryan Lewis Featuring Wanz,8,Thrift Shop
4858,J. Cole Featuring Miguel,9,Power Trip
4859,Rich Homie Quan,10,Type Of Way
4860,Sage The Gemini,11,Red Nose
4861,Rocko Featuring Future & Rick Ross,12,U.O.E.N.O.
4862,B.o.B Featuring 2 Chainz,13,HeadBand
4863,2 Chainz Featuring Pharrell,14,Feds Watching
4864,Wale Featuring Tiara Thomas Or Rihanna,15,Bad
4865,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",16,Tapout
4866,The FiNATTiCZ,17,Don't Drop That Thun Thun!
4867,JAY-Z,18,Tom Ford
4868,Juicy J Featuring Wale & Trey Songz,19,Bounce It
4869,French Montana,20,Ain't Worried About Nothin
4870,Jay Z Featuring Rick Ross,21,F*ckwithmeyouknowigotit
4871,Kendrick Lamar Featuring MC Eiht,22,m.A.A.d City
4872,Migos,23,Versace
4873,Yo Gotti Featuring Jeezy & YG,24,Act Right
4874,Flo Rida Featuring Pitbull,25,Can't Believe It
4875,Jay Z Featuring Justin Timberlake,1,Holy Grail
4876,Eminem,2,Berzerk
4877,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4878,Macklemore & Ryan Lewis Featuring Ray Dalton,4,Can't Hold Us
4879,J. Cole Featuring TLC,5,Crooked Smile
4880,Sage The Gemini Featuring IamSu!,6,Gas Pedal
4881,Big Sean Featuring Lil Wayne & Jhene Aiko,7,Beware
4882,Rich Homie Quan,8,Type Of Way
4883,Macklemore & Ryan Lewis Featuring Wanz,9,Thrift Shop
4884,Sage The Gemini,10,Red Nose
4885,J. Cole Featuring Miguel,11,Power Trip
4886,2 Chainz Featuring Pharrell,12,Feds Watching
4887,Rocko Featuring Future & Rick Ross,13,U.O.E.N.O.
4888,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",14,23
4889,B.o.B Featuring 2 Chainz,15,HeadBand
4890,JAY-Z,16,Tom Ford
4891,Wale Featuring Tiara Thomas Or Rihanna,17,Bad
4892,Future,18,Honest
4893,The FiNATTiCZ,19,Don't Drop That Thun Thun!
4894,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,Tapout
4895,Drake,21,Wu-Tang Forever
4896,Juicy J Featuring Wale & Trey Songz,22,Bounce It
4897,2 Chainz Featuring Drake & Lil Wayne,23,I Do It
4898,French Montana,24,Ain't Worried About Nothin
4899,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit
4900,Jay Z Featuring Justin Timberlake,1,Holy Grail
4901,Eminem,2,Berzerk
4902,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4903,J. Cole Featuring TLC,4,Crooked Smile
4904,Macklemore & Ryan Lewis Featuring Ray Dalton,5,Can't Hold Us
4905,Big Sean Featuring Lil Wayne & Jhene Aiko,6,Beware
4906,Sage The Gemini Featuring IamSu!,7,Gas Pedal
4907,Drake,8,Wu-Tang Forever
4908,Rich Homie Quan,9,Type Of Way
4909,Macklemore & Ryan Lewis Featuring Wanz,10,Thrift Shop
4910,J. Cole Featuring Miguel,11,Power Trip
4911,Sage The Gemini,12,Red Nose
4912,JAY-Z,13,Tom Ford
4913,B.o.B Featuring 2 Chainz,14,HeadBand
4914,Rocko Featuring Future & Rick Ross,15,U.O.E.N.O.
4915,Future,16,Honest
4916,2 Chainz Featuring Pharrell,17,Feds Watching
4917,Kid Ink Featuring Chris Brown,18,Show Me
4918,Juicy J Featuring Wale & Trey Songz,19,Bounce It
4919,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,20,White Walls
4920,The FiNATTiCZ,21,Don't Drop That Thun Thun!
4921,Yo Gotti Featuring Jeezy & YG,22,Act Right
4922,Young Dro,23,FDB
4923,Jay Z Featuring Rick Ross,24,F*ckwithmeyouknowigotit
4924,French Montana,25,Ain't Worried About Nothin
4925,Jay Z Featuring Justin Timberlake,1,Holy Grail
4926,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2,23
4927,Eminem,3,Berzerk
4928,Drake Featuring 2 Chainz & Big Sean,4,All Me
4929,J. Cole Featuring TLC,5,Crooked Smile
4930,Macklemore & Ryan Lewis Featuring Ray Dalton,6,Can't Hold Us
4931,Macklemore & Ryan Lewis Featuring Mary Lambert,7,Same Love
4932,Big Sean Featuring Lil Wayne & Jhene Aiko,8,Beware
4933,Drake,9,The Language
4934,Sage The Gemini Featuring IamSu!,10,Gas Pedal
4935,Rich Homie Quan,11,Type Of Way
4936,Drake,12,Furthest Thing
4937,J. Cole Featuring Miguel,13,Power Trip
4938,Macklemore & Ryan Lewis Featuring Wanz,14,Thrift Shop
4939,Drake,15,Wu-Tang Forever
4940,Drake,16,Too Much
4941,Drake Featuring Jay Z,17,Pound Cake / Paris Morton Music 2
4942,Drake Featuring Jhene Aiko,18,From Time
4943,Future,19,Honest
4944,Sage The Gemini,20,Red Nose
4945,JAY-Z,21,Tom Ford
4946,B.o.B Featuring 2 Chainz,22,HeadBand
4947,Drake,23,Tuscan Leather
4948,Drake,24,Come Thru
4949,Juicy J Featuring Wale & Trey Songz,25,Bounce It
4950,Jay Z Featuring Justin Timberlake,1,Holy Grail
4951,Eminem,2,Berzerk
4952,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23
4953,Kanye West Featuring Cam'ron & Consequence,4,Gone
4954,J. Cole Featuring TLC,5,Crooked Smile
4955,Macklemore & Ryan Lewis Featuring Ray Dalton,6,Can't Hold Us
4956,Drake Featuring 2 Chainz & Big Sean,7,All Me
4957,Big Sean Featuring Lil Wayne & Jhene Aiko,8,Beware
4958,Macklemore & Ryan Lewis Featuring Mary Lambert,9,Same Love
4959,Sage The Gemini Featuring IamSu!,10,Gas Pedal
4960,Rich Homie Quan,11,Type Of Way
4961,Macklemore & Ryan Lewis Featuring Wanz,12,Thrift Shop
4962,Future,13,Honest
4963,J. Cole Featuring Miguel,14,Power Trip
4964,Sage The Gemini,15,Red Nose
4965,YG Featuring Jeezy & Rich Homie Quan,16,My Hitta
4966,JAY-Z,17,Tom Ford
4967,Drake,18,The Language
4968,B.o.B Featuring 2 Chainz,19,HeadBand
4969,Drake,20,Furthest Thing
4970,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,21,White Walls
4971,Juicy J Featuring Wale & Trey Songz,22,Bounce It
4972,Drake Featuring Jay Z,23,Pound Cake / Paris Morton Music 2
4973,Drake Featuring Jhene Aiko,24,From Time
4974,Drake,25,Too Much
4975,Jay Z Featuring Justin Timberlake,1,Holy Grail
4976,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2,23
4977,Eminem,3,Berzerk
4978,Eminem,4,Survival
4979,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta
4980,J. Cole Featuring TLC,6,Crooked Smile
4981,Macklemore & Ryan Lewis Featuring Ray Dalton,7,Can't Hold Us
4982,Drake Featuring 2 Chainz & Big Sean,8,All Me
4983,Big Sean Featuring Lil Wayne & Jhene Aiko,9,Beware
4984,Sage The Gemini Featuring IamSu!,10,Gas Pedal
4985,Pitbull Featuring Ke$ha,11,Timber
4986,Rich Homie Quan,12,Type Of Way
4987,Macklemore & Ryan Lewis Featuring Mary Lambert,13,Same Love
4988,Sage The Gemini,14,Red Nose
4989,Future,15,Honest
4990,Macklemore & Ryan Lewis Featuring Wanz,16,Thrift Shop
4991,JAY-Z,17,Tom Ford
4992,J. Cole Featuring Miguel,18,Power Trip
4993,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,19,White Walls
4994,Juicy J Featuring Wale & Trey Songz,20,Bounce It
4995,Drake Featuring Jay Z,21,Pound Cake / Paris Morton Music 2
4996,Drake,22,The Language
4997,Drake,23,Furthest Thing
4998,Jay Z Featuring Rick Ross,24,F*ckwithmeyouknowigotit
4999,Drake Featuring Jhene Aiko,25,From Time
5000,Eminem,1,Rap God
5001,Jay Z Featuring Justin Timberlake,2,Holy Grail
5002,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23
5003,Eminem,4,Berzerk
5004,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta
5005,Eminem,6,Survival
5006,J. Cole Featuring TLC,7,Crooked Smile
5007,Sage The Gemini Featuring IamSu!,8,Gas Pedal
5008,Macklemore & Ryan Lewis Featuring Ray Dalton,9,Can't Hold Us
5009,Drake Featuring 2 Chainz & Big Sean,10,All Me
5010,Pitbull Featuring Ke$ha,11,Timber
5011,Big Sean Featuring Lil Wayne & Jhene Aiko,12,Beware
5012,Rich Homie Quan,13,Type Of Way
5013,Future,14,Honest
5014,Sage The Gemini,15,Red Nose
5015,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,16,White Walls
5016,JAY-Z,17,Tom Ford
5017,J. Cole Featuring Miguel,18,Power Trip
5018,Juicy J Featuring Wale & Trey Songz,19,Bounce It
5019,Drake Featuring Jay Z,20,Pound Cake / Paris Morton Music 2
5020,Travie McCoy Featuring Jason Mraz,21,Rough Water
5021,Drake,22,The Language
5022,Lupe Fiasco Featuring Ed Sheeran,23,Old School Love
5023,Young Dro,24,FDB
5024,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit
5025,Jay Z Featuring Justin Timberlake,1,Holy Grail
5026,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2,23
5027,YG Featuring Jeezy & Rich Homie Quan,3,My Hitta
5028,Eminem,4,Rap God
5029,Eminem,5,Berzerk
5030,Pitbull Featuring Ke$ha,6,Timber
5031,J. Cole Featuring TLC,7,Crooked Smile
5032,Sage The Gemini Featuring IamSu!,8,Gas Pedal
5033,Drake Featuring 2 Chainz & Big Sean,9,All Me
5034,Macklemore & Ryan Lewis Featuring Ray Dalton,10,Can't Hold Us
5035,Big Sean Featuring Lil Wayne & Jhene Aiko,11,Beware
5036,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,12,White Walls
5037,Future,13,Honest
5038,Sage The Gemini,14,Red Nose
5039,Rich Homie Quan,15,Type Of Way
5040,JAY-Z,16,Tom Ford
5041,Eminem,17,Survival
5042,Juicy J Featuring Wale & Trey Songz,18,Bounce It
5043,Drake Featuring Jay Z,19,Pound Cake / Paris Morton Music 2
5044,Travie McCoy Featuring Jason Mraz,20,Rough Water
5045,ScHoolboy Q Featuring Kendrick Lamar,21,Collard Greens
5046,"DJ Khaled Featuring Nicki Minaj, Rick Ross & Future",22,I Wanna Be With You
5047,Drake,23,The Language
5048,Drake Featuring Jhene Aiko,24,From Time
5049,Young Dro,25,FDB
5050,Eminem Featuring Rihanna,1,The Monster
5051,Jay Z Featuring Justin Timberlake,2,Holy Grail
5052,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23
5053,Eminem,4,Berzerk
5054,Eminem,5,Survival
5055,Eminem,6,Rap God
5056,Pitbull Featuring Ke$ha,7,Timber
5057,YG Featuring Jeezy & Rich Homie Quan,8,My Hitta
5058,Sage The Gemini Featuring IamSu!,9,Gas Pedal
5059,Drake Featuring 2 Chainz & Big Sean,10,All Me
5060,J. Cole Featuring TLC,11,Crooked Smile
5061,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,12,White Walls
5062,Macklemore & Ryan Lewis Featuring Ray Dalton,13,Can't Hold Us
5063,Big Sean Featuring Lil Wayne & Jhene Aiko,14,Beware
5064,Future,15,Honest
5065,JAY-Z,16,Tom Ford
5066,Sage The Gemini,17,Red Nose
5067,Rich Homie Quan,18,Type Of Way
5068,Juicy J Featuring Wale & Trey Songz,19,Bounce It
5069,Travie McCoy Featuring Jason Mraz,20,Rough Water
5070,ScHoolboy Q Featuring Kendrick Lamar,21,Collard Greens
5071,Drake Featuring Jay Z,22,Pound Cake / Paris Morton Music 2
5072,"DJ Khaled Featuring Nicki Minaj, Rick Ross & Future",23,I Wanna Be With You
5073,Drake,24,The Language
5074,Young Dro,25,FDB
5075,Eminem Featuring Rihanna,1,The Monster
5076,Eminem,2,Rap God
5077,Jay Z Featuring Justin Timberlake,3,Holy Grail
5078,Pitbull Featuring Ke$ha,4,Timber
5079,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",5,23
5080,Eminem,6,Berzerk
5081,YG Featuring Jeezy & Rich Homie Quan,7,My Hitta
5082,Eminem,8,Survival
5083,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,9,White Walls
5084,Sage The Gemini Featuring IamSu!,10,Gas Pedal
5085,Drake Featuring 2 Chainz & Big Sean,11,All Me
5086,Macklemore & Ryan Lewis Featuring Ray Dalton,12,Can't Hold Us
5087,J. Cole Featuring TLC,13,Crooked Smile
5088,Big Sean Featuring Lil Wayne & Jhene Aiko,14,Beware
5089,Sage The Gemini,15,Red Nose
5090,Future,16,Honest
5091,JAY-Z,17,Tom Ford
5092,Rich Homie Quan,18,Type Of Way
5093,Juicy J Featuring Wale & Trey Songz,19,Bounce It
5094,Travie McCoy Featuring Jason Mraz,20,Rough Water
5095,ScHoolboy Q Featuring Kendrick Lamar,21,Collard Greens
5096,Eminem Featuring Sia,22,Beautiful Pain
5097,Eminem Featuring Kendrick Lamar,23,Love Game
5098,Drake Featuring Jay Z,24,Pound Cake / Paris Morton Music 2
5099,Kid Ink Featuring Chris Brown,25,Show Me
5100,Eminem Featuring Rihanna,1,The Monster
5101,Pitbull Featuring Ke$ha,2,Timber
5102,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",3,23
5103,Jay Z Featuring Justin Timberlake,4,Holy Grail
5104,YG Featuring Jeezy & Rich Homie Quan,5,My Hitta
5105,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,6,White Walls
5106,Eminem,7,Rap God
5107,Sage The Gemini Featuring IamSu!,8,Gas Pedal
5108,Eminem,9,Berzerk
5109,Drake Featuring 2 Chainz & Big Sean,10,All Me
5110,Macklemore & Ryan Lewis Featuring Ray Dalton,11,Can't Hold Us
5111,Eminem,12,Survival
5112,J. Cole Featuring TLC,13,Crooked Smile
5113,Sage The Gemini,14,Red Nose
5114,Big Sean Featuring Lil Wayne & Jhene Aiko,15,Beware
5115,JAY-Z,16,Tom Ford
5116,Future,17,Honest
5117,Kid Ink Featuring Chris Brown,18,Show Me
5118,Rich Homie Quan,19,Type Of Way
5119,Juicy J Featuring Wale & Trey Songz,20,Bounce It
