,artist,rank,title
7818,Ty Dolla $ign Featuring Future & Rae Sremmurd,19,Blase
7819,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,20,$ave Dat Money
7820,Drake,21,Right Hand
7821,Big Sean Featuring Chris Brown & Ty Dolla $ign,22,Play No Games
7822,Rick Ross Featuring Chris Brown,23,Sorry
7823,Fetty Wap,24,RGF Island
7824,Future,25,Stick Talk
7825,Drake,1,Hotline Bling
7826,Fetty Wap Featuring Remy Boyz,2,679
7827,Drake & Future,3,Jumpman
7828,Travis Scott,4,Antidote
7829,Post Malone,5,White Iverson
7830,Future Featuring Drake,6,Where Ya At
7831,G-Eazy x Bebe Rexha,7,"Me, Myself & I"
7832,Fetty Wap,8,Again
7833,iLoveMemphis,9,Hit The Quan
7834,DeJ Loaf Featuring Big Sean,10,Back Up
7835,Fetty Wap Featuring Monty,11,My Way
7836,Missy Elliott Featuring Pharrell Williams,12,WTF (Where They From)
7837,Yo Gotti Featuring Nicki Minaj,13,Down In The DM
7838,DLOW,14,Do It Like Me
7839,Drake & Future,15,Big Rings
7840,Drake,16,Back To Back
7841,Young Thug,17,Best Friend
7842,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,18,$ave Dat Money
7843,Ty Dolla $ign Featuring Future & Rae Sremmurd,19,Blase
7844,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",20,Downtown
7845,Big Sean Featuring Chris Brown & Ty Dolla $ign,21,Play No Games
7846,Drake,22,Right Hand
7847,Future,23,Stick Talk
7848,Kevin Gates,24,Really Really
7849,Fetty Wap,25,RGF Island
7850,Drake,1,Hotline Bling
7851,Drake & Future,2,Jumpman
7852,Fetty Wap Featuring Remy Boyz,3,679
7853,Travis Scott,4,Antidote
7854,Post Malone,5,White Iverson
7855,iLoveMemphis,6,Hit The Quan
7856,G-Eazy x Bebe Rexha,7,"Me, Myself & I"
7857,Fetty Wap,8,Again
7858,Future Featuring Drake,9,Where Ya At
7859,DLOW,10,Do It Like Me
7860,Yo Gotti Featuring Nicki Minaj,11,Down In The DM
7861,DeJ Loaf Featuring Big Sean,12,Back Up
7862,Missy Elliott Featuring Pharrell Williams,13,WTF (Where They From)
7863,Drake & Future,14,Big Rings
7864,Young Thug,15,Best Friend
7865,Drake,16,Back To Back
7866,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,17,$ave Dat Money
7867,Drake,18,Right Hand
7868,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",19,Downtown
7869,Fetty Wap,20,RGF Island
7870,Ty Dolla $ign Featuring Future & Rae Sremmurd,21,Blase
7871,Big Sean Featuring Chris Brown & Ty Dolla $ign,22,Play No Games
7872,Kevin Gates,23,Really Really
7873,Future,24,Stick Talk
7874,2 Chainz,25,Watch Out
7875,Drake,1,Hotline Bling
7876,Fetty Wap Featuring Remy Boyz,2,679
7877,Drake & Future,3,Jumpman
7878,Post Malone,4,White Iverson
7879,Travis Scott,5,Antidote
7880,G-Eazy x Bebe Rexha,6,"Me, Myself & I"
7881,iLoveMemphis,7,Hit The Quan
7882,Fetty Wap,8,Again
7883,Future Featuring Drake,9,Where Ya At
7884,Yo Gotti Featuring Nicki Minaj,10,Down In The DM
7885,DLOW,11,Do It Like Me
7886,DeJ Loaf Featuring Big Sean,12,Back Up
7887,Drake & Future,13,Big Rings
7888,Missy Elliott Featuring Pharrell Williams,14,WTF (Where They From)
7889,Drake,15,Right Hand
7890,Young Thug,16,Best Friend
7891,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",17,Downtown
7892,Fetty Wap,18,RGF Island
7893,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,19,$ave Dat Money
7894,Kevin Gates,20,Really Really
7895,Ty Dolla $ign Featuring Future & Rae Sremmurd,21,Blase
7896,2 Chainz,22,Watch Out
7897,Future,23,Stick Talk
7898,Fetty Wap Featuring Monty,24,Jugg
7899,Big Sean Featuring Chris Brown & Ty Dolla $ign,25,Play No Games
7900,Drake,1,Hotline Bling
7901,Drake & Future,2,Jumpman
7902,Post Malone,3,White Iverson
7903,Fetty Wap Featuring Remy Boyz,4,679
7904,Travis Scott,5,Antidote
7905,G-Eazy x Bebe Rexha,6,"Me, Myself & I"
7906,Yo Gotti Featuring Nicki Minaj,7,Down In The DM
7907,Fetty Wap,8,Again
7908,Future Featuring Drake,9,Where Ya At
7909,iLoveMemphis,10,Hit The Quan
7910,DeJ Loaf Featuring Big Sean,11,Back Up
7911,DLOW,12,Do It Like Me
7912,Young Thug,13,Best Friend
7913,Drake & Future,14,Big Rings
7914,Missy Elliott Featuring Pharrell Williams,15,WTF (Where They From)
7915,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",16,Downtown
7916,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,17,$ave Dat Money
7917,Kevin Gates,18,Really Really
7918,2 Chainz,19,Watch Out
7919,Big Sean Featuring Chris Brown & Ty Dolla $ign,20,Play No Games
7920,Kevin Gates,21,2 Phones
7921,Fetty Wap,22,RGF Island
7922,Ty Dolla $ign Featuring Future & Rae Sremmurd,23,Blase
7923,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",24,California
7924,Future,25,Stick Talk
7925,Drake,1,Hotline Bling
7926,Drake & Future,2,Jumpman
7927,Post Malone,3,White Iverson
7928,Travis Scott,4,Antidote
7929,Fetty Wap Featuring Remy Boyz,5,679
7930,G-Eazy x Bebe Rexha,6,"Me, Myself & I"
7931,Yo Gotti Featuring Nicki Minaj,7,Down In The DM
7932,Fetty Wap,8,Again
7933,Future Featuring Drake,9,Where Ya At
7934,Young Thug,10,Best Friend
7935,DLOW,11,Do It Like Me
7936,DeJ Loaf Featuring Big Sean,12,Back Up
7937,iLoveMemphis,13,Hit The Quan
7938,Drake & Future,14,Big Rings
7939,Kevin Gates,15,2 Phones
7940,Missy Elliott Featuring Pharrell Williams,16,WTF (Where They From)
7941,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,17,$ave Dat Money
7942,Kevin Gates,18,Really Really
7943,2 Chainz,19,Watch Out
7944,Fetty Wap,20,RGF Island
7945,Lil Durk & DeJ Loaf,21,My Beyonce
7946,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",22,California
7947,iLoveMemphis,23,Lean & Dabb
7948,J. Cole,24,A Tale Of 2 Citiez
7949,Future,25,Stick Talk
7950,Drake,1,Hotline Bling
7951,Drake & Future,2,Jumpman
7952,G-Eazy x Bebe Rexha,3,"Me, Myself & I"
7953,Post Malone,4,White Iverson
7954,Travis Scott,5,Antidote
7955,Fetty Wap Featuring Remy Boyz,6,679
7956,Yo Gotti Featuring Nicki Minaj,7,Down In The DM
7957,Fetty Wap,8,Again
7958,Young Thug,9,Best Friend
7959,DLOW,10,Do It Like Me
7960,iLoveMemphis,11,Hit The Quan
7961,DeJ Loaf Featuring Big Sean,12,Back Up
7962,Kevin Gates,13,2 Phones
7963,Drake & Future,14,Big Rings
7964,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,15,$ave Dat Money
7965,Kevin Gates,16,Really Really
7966,Missy Elliott Featuring Pharrell Williams,17,WTF (Where They From)
7967,2 Chainz,18,Watch Out
7968,iLoveMemphis,19,Lean & Dabb
7969,Fetty Wap,20,RGF Island
7970,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",21,California
7971,Curren$Y Featuring August Alsina & Lil Wayne,22,Bottom Of The Bottle
7972,Future,23,Stick Talk
7973,Lil Durk & DeJ Loaf,24,My Beyonce
7974,Kid Ink Featuring Fetty Wap,25,Promise
7975,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
7976,Drake,2,Hotline Bling
7977,Post Malone,3,White Iverson
7978,Drake & Future,4,Jumpman
7979,Travis Scott,5,Antidote
7980,Yo Gotti Featuring Nicki Minaj,6,Down In The DM
7981,Fetty Wap,7,Again
7982,Young Thug,8,Best Friend
7983,Wiz Khalifa Featuring Travi$ Scott,9,Bake Sale
7984,2 Chainz,10,Watch Out
7985,Kevin Gates,11,2 Phones
7986,iLoveMemphis,12,Hit The Quan
7987,Drake & Future,13,Big Rings
7988,DLOW,14,Do It Like Me
7989,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,15,$ave Dat Money
7990,Kevin Gates,16,Really Really
7991,Missy Elliott Featuring Pharrell Williams,17,WTF (Where They From)
7992,Curren$Y Featuring August Alsina & Lil Wayne,18,Bottom Of The Bottle
7993,iLoveMemphis,19,Lean & Dabb
7994,Future,20,Stick Talk
7995,Kid Ink Featuring Fetty Wap,21,Promise
7996,Fetty Wap,22,RGF Island
7997,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",23,California
7998,K Camp Featuring Fetty Wap,24,1Hunnid
7999,Lil Durk & DeJ Loaf,25,My Beyonce
8000,Drake,1,Summer Sixteen
8001,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8002,Drake,3,Hotline Bling
8003,Drake & Future,4,Jumpman
8004,Post Malone,5,White Iverson
8005,Travis Scott,6,Antidote
8006,Yo Gotti Featuring Nicki Minaj,7,Down In The DM
8007,Kevin Gates,8,2 Phones
8008,Fetty Wap,9,Again
8009,Young Thug,10,Best Friend
8010,Kevin Gates,11,Really Really
8011,Drake & Future,12,Big Rings
8012,2 Chainz,13,Watch Out
8013,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,14,$ave Dat Money
8014,DLOW,15,Do It Like Me
8015,Missy Elliott Featuring Pharrell Williams,16,WTF (Where They From)
8016,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",17,Jam
8017,Wiz Khalifa Featuring Travi$ Scott,18,Bake Sale
8018,Curren$Y Featuring August Alsina & Lil Wayne,19,Bottom Of The Bottle
8019,Kid Ink Featuring Fetty Wap,20,Promise
8020,Future,21,Stick Talk
8021,iLoveMemphis,22,Lean & Dabb
8022,Fetty Wap,23,RGF Island
8023,DJ Luke Nasty,24,Might Be
8024,K Camp Featuring Fetty Wap,25,1Hunnid
8025,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8026,Drake,2,Hotline Bling
8027,Yo Gotti Featuring Nicki Minaj,3,Down In The DM
8028,Drake & Future,4,Jumpman
8029,Drake,5,Summer Sixteen
8030,Travis Scott,6,Antidote
8031,Post Malone,7,White Iverson
8032,Kevin Gates,8,2 Phones
8033,Future Featuring The Weeknd,9,Low Life
8034,Young Thug,10,Best Friend
8035,Kevin Gates,11,Really Really
8036,Drake & Future,12,Big Rings
8037,Future,13,Fly S**t Only
8038,Fetty Wap,14,Jimmy Choo
8039,Wiz Khalifa Featuring Travi$ Scott,15,Bake Sale
8040,2 Chainz,16,Watch Out
8041,DLOW,17,Do It Like Me
8042,Missy Elliott Featuring Pharrell Williams,18,WTF (Where They From)
8043,DJ Luke Nasty,19,Might Be
8044,Kid Ink Featuring Fetty Wap,20,Promise
8045,iLoveMemphis,21,Lean & Dabb
8046,Future,22,Stick Talk
8047,O.T. Genasis Featuring Young Dolph,23,Cut It
8048,Curren$Y Featuring August Alsina & Lil Wayne,24,Bottom Of The Bottle
8049,Future,25,Xanny Family
8050,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8051,Yo Gotti Featuring Nicki Minaj,2,Down In The DM
8052,Drake,3,Hotline Bling
8053,Drake & Future,4,Jumpman
8054,Drake,5,Summer Sixteen
8055,Travis Scott,6,Antidote
8056,Kevin Gates,7,2 Phones
8057,Young Thug,8,Best Friend
8058,Future Featuring The Weeknd,9,Low Life
8059,Fetty Wap,10,Jimmy Choo
8060,Kevin Gates,11,Really Really
8061,Drake & Future,12,Big Rings
8062,DMX,13,X Gon' Give It To Ya
8063,Kendrick Lamar,14,Alright
8064,DJ Luke Nasty,15,Might Be
8065,2 Chainz,16,Watch Out
8066,Kid Ink Featuring Fetty Wap,17,Promise
8067,DLOW,18,Do It Like Me
8068,Wiz Khalifa Featuring Travi$ Scott,19,Bake Sale
8069,O.T. Genasis Featuring Young Dolph,20,Cut It
8070,iLoveMemphis,21,Lean & Dabb
8071,Missy Elliott Featuring Pharrell Williams,22,WTF (Where They From)
8072,Ty Dolla $ign Featuring E-40,23,Saved
8073,Future,24,Stick Talk
8074,Belly Featuring The Weeknd,25,Might Not
8075,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8076,Yo Gotti Featuring Nicki Minaj,2,Down In The DM
8077,Drake,3,Hotline Bling
8078,Drake & Future,4,Jumpman
8079,Kevin Gates,5,2 Phones
8080,Drake,6,Summer Sixteen
8081,Travis Scott,7,Antidote
8082,Young Thug,8,Best Friend
8083,Future Featuring The Weeknd,9,Low Life
8084,Kevin Gates,10,Really Really
8085,Fetty Wap,11,Jimmy Choo
8086,Drake & Future,12,Big Rings
8087,DJ Luke Nasty,13,Might Be
8088,DMX,14,X Gon' Give It To Ya
8089,Kid Ink Featuring Fetty Wap,15,Promise
8090,Migos,16,Look At My Dab
8091,2 Chainz,17,Watch Out
8092,Ty Dolla $ign Featuring E-40,18,Saved
8093,O.T. Genasis Featuring Young Dolph,19,Cut It
8094,Desiigner,20,Panda
8095,Belly Featuring The Weeknd,21,Might Not
8096,Kendrick Lamar,22,Alright
8097,DLOW,23,Do It Like Me
8098,Future,24,Stick Talk
8099,Wiz Khalifa Featuring Travi$ Scott,25,Bake Sale
8100,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8101,Yo Gotti Featuring Nicki Minaj,2,Down In The DM
8102,Drake & Future,3,Jumpman
8103,Drake,4,Hotline Bling
8104,Kevin Gates,5,2 Phones
8105,Drake,6,Summer Sixteen
8106,Young Thug,7,Best Friend
8107,Future Featuring The Weeknd,8,Low Life
8108,Kevin Gates,9,Really Really
8109,Fetty Wap,10,Jimmy Choo
8110,DJ Luke Nasty,11,Might Be
8111,Flo Rida Featuring Jason Derulo,12,Hello Friday
8112,Kid Ink Featuring Fetty Wap,13,Promise
8113,Drake & Future,14,Big Rings
8114,O.T. Genasis Featuring Young Dolph,15,Cut It
8115,Ty Dolla $ign Featuring E-40,16,Saved
8116,Desiigner,17,Panda
8117,Belly Featuring The Weeknd,18,Might Not
8118,2 Chainz,19,Watch Out
8119,Migos,20,Look At My Dab
8120,Future,21,Stick Talk
8121,DLOW,22,Do It Like Me
8122,Kendrick Lamar,23,Alright
8123,A$AP Ferg Featuring Future,24,New Level
8124,Wiz Khalifa Featuring Travi$ Scott,25,Bake Sale
8125,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8126,Yo Gotti Featuring Nicki Minaj,2,Down In The DM
8127,Kevin Gates,3,2 Phones
8128,Drake & Future,4,Jumpman
8129,Drake,5,Hotline Bling
8130,Drake,6,Summer Sixteen
8131,Future Featuring The Weeknd,7,Low Life
8132,Young Thug,8,Best Friend
8133,Kevin Gates,9,Really Really
8134,Desiigner,10,Panda
8135,Fetty Wap,11,Jimmy Choo
8136,Kendrick Lamar,12,Untitled 02 l 06.23.2014.
8137,O.T. Genasis Featuring Young Dolph,13,Cut It
8138,DJ Luke Nasty,14,Might Be
8139,Kid Ink Featuring Fetty Wap,15,Promise
8140,Kendrick Lamar,16,Untitled 07 l Levitate
8141,2 Chainz,17,Watch Out
8142,Belly Featuring The Weeknd,18,Might Not
8143,Ty Dolla $ign Featuring E-40,19,Saved
8144,2 Chainz Featuring Lil Wayne,20,Gotta Lotta
8145,2 Chainz Featuring Lil Wayne,21,Bounce
8146,Future,22,Stick Talk
8147,Kendrick Lamar,23,Alright
8148,A$AP Ferg Featuring Future,24,New Level
8149,DLOW,25,Do It Like Me
8150,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8151,Kevin Gates,2,2 Phones
8152,Yo Gotti Featuring Nicki Minaj,3,Down In The DM
8153,Drake & Future,4,Jumpman
8154,Drake,5,Hotline Bling
8155,Drake,6,Summer Sixteen
8156,Desiigner,7,Panda
8157,Future Featuring The Weeknd,8,Low Life
8158,Young Thug,9,Best Friend
8159,Kevin Gates,10,Really Really
8160,O.T. Genasis Featuring Young Dolph,11,Cut It
8161,Kid Ink Featuring Fetty Wap,12,Promise
8162,Fetty Wap,13,Jimmy Choo
8163,Belly Featuring The Weeknd,14,Might Not
8164,DJ Luke Nasty,15,Might Be
8165,Ty Dolla $ign Featuring E-40,16,Saved
8166,Kendrick Lamar,17,Untitled 02 l 06.23.2014.
8167,2 Chainz,18,Watch Out
8168,Future,19,Stick Talk
8169,A$AP Ferg Featuring Future,20,New Level
8170,Young Greatness,21,Moolah
8171,Future,22,March Madness
8172,Kendrick Lamar,23,Untitled 07 l Levitate
8173,DLOW,24,Do It Like Me
8174,MadeinTYO,25,Uber Everywhere
8175,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8176,Kevin Gates,2,2 Phones
8177,Desiigner,3,Panda
8178,Yo Gotti Featuring Nicki Minaj,4,Down In The DM
8179,Drake & Future,5,Jumpman
8180,Future Featuring The Weeknd,6,Low Life
8181,Drake,7,Summer Sixteen
8182,Iggy Azalea,8,Team
8183,Kevin Gates,9,Really Really
8184,Young Thug,10,Best Friend
8185,O.T. Genasis Featuring Young Dolph,11,Cut It
8186,Kid Ink Featuring Fetty Wap,12,Promise
8187,Fetty Wap,13,Jimmy Choo
8188,Belly Featuring The Weeknd,14,Might Not
8189,DJ Luke Nasty,15,Might Be
8190,Ty Dolla $ign Featuring E-40,16,Saved
8191,A$AP Ferg Featuring Future,17,New Level
8192,Young Greatness,18,Moolah
8193,2 Chainz,19,Watch Out
8194,MadeinTYO,20,Uber Everywhere
8195,Future,21,March Madness
8196,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",22,All The Way Up
8197,Yo Gotti Featuring E-40,23,Law
8198,J. Cole,24,Love Yourz
8199,Plies,25,Ran Off On Da Plug Twice
8200,G-Eazy x Bebe Rexha,1,"Me, Myself & I"
8201,Desiigner,2,Panda
8202,Kevin Gates,3,2 Phones
8203,Yo Gotti Featuring Nicki Minaj,4,Down In The DM
8204,Future Featuring The Weeknd,5,Low Life
8205,Drake & Future,6,Jumpman
8206,Drake,7,Summer Sixteen
8207,Kevin Gates,8,Really Really
8208,O.T. Genasis Featuring Young Dolph,9,Cut It
8209,Young Thug,10,Best Friend
8210,Kid Ink Featuring Fetty Wap,11,Promise
8211,Fetty Wap,12,Jimmy Choo
8212,Iggy Azalea,13,Team
8213,Belly Featuring The Weeknd,14,Might Not
8214,DJ Luke Nasty,15,Might Be
8215,Ty Dolla $ign Featuring E-40,16,Saved
8216,Young Thug,17,With Them
8217,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",18,All The Way Up
8218,Young Thug,19,Digits
8219,Young Greatness,20,Moolah
8220,A$AP Ferg Featuring Future,21,New Level
8221,MadeinTYO,22,Uber Everywhere
8222,2 Chainz,23,Watch Out
8223,Yo Gotti Featuring E-40,24,Law
8224,Rae Sremmurd,25,By Chance
8225,Desiigner,1,Panda
8226,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8227,Drake Featuring The Throne,3,Pop Style
8228,Kevin Gates,4,2 Phones
8229,Drake & Future,5,Jumpman
8230,Future Featuring The Weeknd,6,Low Life
8231,Yo Gotti Featuring Nicki Minaj,7,Down In The DM
8232,Kanye West,8,Famous
8233,Kanye West,9,Father Stretch My Hands Pt. 1
8234,Drake,10,Summer Sixteen
8235,Kanye West,11,Pt. 2
8236,O.T. Genasis Featuring Young Dolph,12,Cut It
8237,Kevin Gates,13,Really Really
8238,Kid Ink Featuring Fetty Wap,14,Promise
8239,Iggy Azalea,15,Team
8240,Kanye West,16,Ultralight Beam
8241,Kanye West,17,Waves
8242,Belly Featuring The Weeknd,18,Might Not
8243,Young Thug,19,Best Friend
8244,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",20,All The Way Up
8245,DJ Luke Nasty,21,Might Be
8246,Kanye West,22,FML
8247,Fetty Wap,23,Jimmy Choo
8248,Ty Dolla $ign Featuring E-40,24,Saved
8249,Kanye West,25,Real Friends
8250,Desiigner,1,Panda
8251,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8252,Kevin Gates,3,2 Phones
8253,Drake Featuring The Throne,4,Pop Style
8254,Future Featuring The Weeknd,5,Low Life
8255,Drake & Future,6,Jumpman
8256,Yo Gotti Featuring Nicki Minaj,7,Down In The DM
8257,O.T. Genasis Featuring Young Dolph,8,Cut It
8258,Kanye West,9,Famous
8259,Drake,10,Summer Sixteen
8260,Kanye West,11,Father Stretch My Hands Pt. 1
8261,Kid Ink Featuring Fetty Wap,12,Promise
8262,Iggy Azalea,13,Team
8263,Kevin Gates,14,Really Really
8264,Belly Featuring The Weeknd,15,Might Not
8265,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",16,All The Way Up
8266,Pitbull Featuring Enrique Iglesias,17,Messin' Around
8267,Kanye West,18,Pt. 2
8268,DJ Luke Nasty,19,Might Be
8269,Ty Dolla $ign Featuring E-40,20,Saved
8270,MadeinTYO,21,Uber Everywhere
8271,Yo Gotti Featuring E-40,22,Law
8272,Kanye West,23,Waves
8273,Young Greatness,24,Moolah
8274,Fetty Wap,25,Jimmy Choo
8275,Desiigner,1,Panda
8276,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8277,Future Featuring The Weeknd,3,Low Life
8278,Kevin Gates,4,2 Phones
8279,Drake Featuring The Throne,5,Pop Style
8280,Yo Gotti Featuring Nicki Minaj,6,Down In The DM
8281,O.T. Genasis Featuring Young Dolph,7,Cut It
8282,Kanye West,8,Famous
8283,Kid Ink Featuring Fetty Wap,9,Promise
8284,Kanye West,10,Father Stretch My Hands Pt. 1
8285,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",11,All The Way Up
8286,Drake,12,Summer Sixteen
8287,Iggy Azalea,13,Team
8288,Kevin Gates,14,Really Really
8289,Belly Featuring The Weeknd,15,Might Not
8290,Future,16,Wicked
8291,MadeinTYO,17,Uber Everywhere
8292,Young Greatness,18,Moolah
8293,Yo Gotti Featuring E-40,19,Law
8294,Ty Dolla $ign Featuring E-40,20,Saved
8295,DJ Luke Nasty,21,Might Be
8296,Kanye West,22,Pt. 2
8297,Fetty Wap,23,Jimmy Choo
8298,Kanye West,24,Waves
8299,A$AP Ferg Featuring Future,25,New Level
8300,Desiigner,1,Panda
8301,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8302,Future Featuring The Weeknd,3,Low Life
8303,Kevin Gates,4,2 Phones
8304,Drake Featuring The Throne,5,Pop Style
8305,O.T. Genasis Featuring Young Dolph,6,Cut It
8306,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",7,All The Way Up
8307,Drake,8,Summer Sixteen
8308,Iggy Azalea,9,Team
8309,Kid Ink Featuring Fetty Wap,10,Promise
8310,Belly Featuring The Weeknd,11,Might Not
8311,Future,12,Wicked
8312,Kanye West,13,Father Stretch My Hands Pt. 1
8313,Kanye West,14,Famous
8314,Fetty Wap,15,Wake Up
8315,MadeinTYO,16,Uber Everywhere
8316,A$AP Ferg Featuring Future,17,New Level
8317,Post Malone,18,Go Flex
8318,Yo Gotti Featuring E-40,19,Law
8319,Young Greatness,20,Moolah
8320,Ty Dolla $ign Featuring E-40,21,Saved
8321,Kent Jones,22,Don't Mind
8322,Pitbull Featuring Enrique Iglesias,23,Messin' Around
8323,DJ Luke Nasty,24,Might Be
8324,Kanye West,25,Pt. 2
8325,Desiigner,1,Panda
8326,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8327,Drake Featuring The Throne,3,Pop Style
8328,Future Featuring The Weeknd,4,Low Life
8329,Kevin Gates,5,2 Phones
8330,Drake,6,Hype
8331,Drake Featuring Future,7,Grammys
8332,Drake,8,Still Here
8333,Drake,9,U With Me?
8334,Drake,10,9
8335,Drake,11,Childs Play
8336,Drake Featuring Rihanna,12,Too Good
8337,Drake,13,Feel No Ways
8338,Drake,14,Weston Road Flows
8339,O.T. Genasis Featuring Young Dolph,15,Cut It
8340,Drake,16,Redemption
8341,Kent Jones,17,Don't Mind
8342,Drake,18,Keep The Family Close
8343,Drake Featuring Pimp C & dvsn,19,Faithful
8344,Drake,20,Fire & Desire
8345,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",21,All The Way Up
8346,Future,22,Wicked
8347,MadeinTYO,23,Uber Everywhere
8348,Belly Featuring The Weeknd,24,Might Not
8349,Drake,25,Views
8350,Desiigner,1,Panda
8351,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8352,Future Featuring The Weeknd,3,Low Life
8353,Drake Featuring The Throne,4,Pop Style
8354,Kevin Gates,5,2 Phones
8355,Kent Jones,6,Don't Mind
8356,O.T. Genasis Featuring Young Dolph,7,Cut It
8357,Drake Featuring Rihanna,8,Too Good
8358,Drake,9,Hype
8359,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",10,All The Way Up
8360,Drake,11,Still Here
8361,Drake Featuring Future,12,Grammys
8362,Future,13,Wicked
8363,Drake,14,Childs Play
8364,MadeinTYO,15,Uber Everywhere
8365,Belly Featuring The Weeknd,16,Might Not
8366,Drake,17,9
8367,Drake,18,Feel No Ways
8368,Yo Gotti Featuring E-40,19,Law
8369,Drake,20,U With Me?
8370,Young Greatness,21,Moolah
8371,Kanye West,22,Famous
8372,Kid Ink Featuring Fetty Wap,23,Promise
8373,Drake,24,Fire & Desire
8374,Kanye West,25,Father Stretch My Hands Pt. 1
8375,Desiigner,1,Panda
8376,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8377,Future Featuring The Weeknd,3,Low Life
8378,Drake Featuring The Throne,4,Pop Style
8379,Kevin Gates,5,2 Phones
8380,Kent Jones,6,Don't Mind
8381,Drake Featuring Rihanna,7,Too Good
8382,Drake,8,Hype
8383,O.T. Genasis Featuring Young Dolph,9,Cut It
8384,Drake,10,Still Here
8385,Drake Featuring Future,11,Grammys
8386,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",12,All The Way Up
8387,Drake,13,Childs Play
8388,Drake,14,9
8389,Drake,15,Feel No Ways
8390,Future,16,Wicked
8391,Drake,17,U With Me?
8392,MadeinTYO,18,Uber Everywhere
8393,Drake,19,Fire & Desire
8394,Belly Featuring The Weeknd,20,Might Not
8395,Drake,21,Redemption
8396,Drake,22,Weston Road Flows
8397,Drake,23,Keep The Family Close
8398,Chance The Rapper Featuring Lil Wayne & 2 Chainz,24,No Problem
8399,Yo Gotti Featuring E-40,25,Law
8400,Desiigner,1,Panda
8401,G-Eazy x Bebe Rexha,2,"Me, Myself & I"
8402,Future Featuring The Weeknd,3,Low Life
8403,Kent Jones,4,Don't Mind
8404,Drake Featuring The Throne,5,Pop Style
8405,Kevin Gates,6,2 Phones
8406,Drake Featuring Rihanna,7,Too Good
8407,O.T. Genasis Featuring Young Dolph,8,Cut It
8408,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",9,All The Way Up
8409,Drake,10,Hype
8410,Drake,11,Still Here
8411,Drake Featuring Future,12,Grammys
8412,Drake,13,Childs Play
8413,Future,14,Wicked
8414,MadeinTYO,15,Uber Everywhere
8415,Drake,16,Feel No Ways
8416,Pitbull Featuring Enrique Iglesias,17,Messin' Around
8417,Drake,18,9
8418,Belly Featuring The Weeknd,19,Might Not
8419,Drake,20,U With Me?
8420,Yo Gotti Featuring E-40,21,Law
8421,Drake,22,Fire & Desire
8422,Young Greatness,23,Moolah
8423,Drake,24,Redemption
8424,Fetty Wap,25,Wake Up
8425,Desiigner,1,Panda
8426,Kent Jones,2,Don't Mind
8427,Future Featuring The Weeknd,3,Low Life
8428,G-Eazy x Bebe Rexha,4,"Me, Myself & I"
